1.04520583152771, pressure_ambient
55.32768774032593, pressure_sealing
56.978118896484375, cell_approach
61.33464479446411, pipette_clogged
61.68057680130005, pipette_broken
65.9471287727356, pipette_replaced
74.13769865036011, pressure_sealing
89.47867274284363, gigaseal
95.8160629272461, pipette_clogged
106.80564665794373, pipette_cleaned
117.20507383346558, pressure_sealing
128.55196070671082, gigaseal
130.80572080612183, pressure_break-in
139.31152892112732, break-in
145.3107967376709, pipette_clogged
147.88572883605957, pipette_cleaned
165.9310917854309, pressure_ambient
169.006365776062, pressure_ambient
173.2066617012024, pressure_sealing
181.51154375076294, gigaseal
185.18893480300903, pressure_break-in
193.71949577331543, break-in
202.26300978660583, pipette_clogged
204.2569878101349, pressure_ambient
206.48463892936707, pipette_cleaned
218.94454669952393, pressure_ambient
226.66060280799866, pressure_sealing
236.91680574417114, gigaseal
253.811128616333, pipette_clogged
266.24199175834656, pipette_broken
269.9887578487396, pipette_replaced
275.87570977211, pressure_ambient
280.2110548019409, pressure_sealing
290.3115997314453, gigaseal
291.83090686798096, pressure_break-in
300.302453994751, break-in
304.2557508945465, pipette_clogged
307.26534390449524, pipette_cleaned
315.97617983818054, pressure_ambient
325.5761489868164, pressure_sealing
331.25368189811707, gigaseal
334.35803389549255, pressure_break-in
342.9119517803192, break-in
348.0121097564697, pipette_clogged
351.3656597137451, pipette_cleaned
361.6322889328003, pressure_ambient
365.9626748561859, pressure_sealing
374.1125319004059, gigaseal
376.83372473716736, pressure_break-in
385.3954439163208, break-in
389.11131167411804, pipette_clogged
390.51541662216187, pipette_replaced
