1.0752696990966797, pressure_ambient
42.12231183052063, cell_approach
47.35652780532837, pipette_broken
51.59690880775452, pipette_replaced
53.26882886886597, pipette_broken
55.99377775192261, pipette_replaced
82.40687084197998, pressure_sealing
130.78161787986755, pipette_broken
135.39001083374023, pipette_replaced
142.6893768310547, pressure_sealing
145.02077174186707, gigaseal
170.84395384788513, pressure_break-in
179.4468638896942, break-in
187.701180934906, pipette_clogged
192.80260467529297, pipette_cleaned
205.19064688682556, pressure_sealing
205.41636681556702, gigaseal
214.1757938861847, pressure_break-in
222.80095171928406, break-in
225.7011468410492, pipette_clogged
230.30082297325134, pipette_cleaned
241.14296984672546, pressure_sealing
242.9125816822052, gigaseal
245.97300577163696, pressure_break-in
254.5186529159546, break-in
257.2121388912201, pipette_clogged
260.80055975914, pipette_cleaned
