1.038681983947754, pressure_ambient
60.49903106689453, cell_approach
60.68179106712341, pipette_broken
83.66756200790405, pipette_replaced
103.56919813156128, pipette_broken
116.95811295509338, pipette_replaced
156.1406168937683, pipette_broken
163.50304698944092, pipette_replaced
183.1148190498352, cell_approach
183.28104281425476, pipette_broken
187.74906492233276, pipette_replaced
211.5279998779297, pressure_sealing
217.5826690196991, gigaseal
218.44838190078735, pressure_break-in
226.91574811935425, break-in
232.6126880645752, pipette_clogged
239.0141899585724, pipette_cleaned
245.41493201255798, pressure_ambient
264.9719228744507, pipette_broken
271.6906328201294, pipette_replaced
281.58491706848145, cell_approach
294.58189487457275, pipette_broken
303.8465459346771, pipette_replaced
321.7595970630646, pressure_sealing
327.47890996932983, gigaseal
328.2378160953522, pressure_break-in
336.8107349872589, break-in
343.212033033371, pipette_clogged
344.56700587272644, pipette_cleaned
349.97279500961304, pressure_ambient
363.43557810783386, pressure_sealing
369.0958788394928, gigaseal
369.30717420578003, pressure_break-in
377.8975319862366, break-in
383.8126120567322, pipette_clogged
393.3340389728546, pipette_broken
400.13498282432556, pipette_cleaned
420.6971309185028, pipette_replaced
435.1352880001068, pressure_sealing
437.2759258747101, gigaseal
438.98011207580566, pressure_break-in
447.5146338939667, break-in
451.5757050514221, pipette_clogged
455.62881088256836, pipette_cleaned
504.20202898979187, pressure_sealing
507.3349618911743, gigaseal
508.2916250228882, pressure_break-in
516.7883269786835, break-in
